Data from http://vo.imcce.fr/insola/earth/online/earth/earth.html
Five columns for each time as follows:
  time: thousands of years from present
  eccentricity: (aphelion-perihelion)/(aphelion+perihelion)
  obliquity: radians
  perihelion: angle between equinox & perihelion, radians
  insolation: daily mean TOA solar flux at 65N summer solstice, W/m2
time	eccentricity	obliquity	perihelion	insolation	global.insolation
-13	0.0196505558470216	0.420436247816123	4.2923465019981	523.98603544346	342.016040155793
-12	0.0196127588011295	0.42165785377876	4.57943201878497	526.964152632925	342.01578627576
-11	0.0195973747837467	0.422486025703033	4.86345790995612	527.869071542182	342.015683082548
-10	0.0194246086670259	0.422905854390676	5.1533728222914	526.489530415364	342.014529765885
-9	0.0193254807986189	0.42291814377466	5.43835546144885	523.286811214379	342.013872644375
-8	0.01918007250169	0.422536358664091	5.72724472692869	518.388504660827	342.012914818233
-7	0.0189373752728693	0.42177693740721	6.0186408618079	512.228272149338	342.011332266475
-6	0.0187483843183962	0.420666928199762	0.0245741286831231	505.472005114299	342.010113887915
-5	0.0184534955252598	0.419247431246865	0.315537004633095	498.572519087202	342.008237246852
-4	0.0182109102894483	0.41755478060575	0.611380665289044	491.967396399585	342.00671578662
-3	0.0178457507538252	0.415639158812055	0.903493619971317	486.319406006426	342.00446355758
-2	0.0174968247101502	0.413554768191849	1.20002393129852	481.775720918407	342.002354115172
-1	0.0171613871325442	0.411352983878788	1.49792847954505	478.570351339404	342.000365521048
0	0.0167023622549229	0.409092804222342	1.79625699112804	476.900062299238	341.997706690259
1	0.0162751971497717	0.406833789930794	2.09856077462278	476.556616269935	341.995297206187
2	0.0158501498917308	0.404631430328519	2.39765666244714	477.324928549123	341.992961674368
3	0.0153397055345045	0.402541022852118	2.70531487826972	479.085443845087	341.990238641554
4	0.0148354807781287	0.400616979769472	3.00960911674959	481.278424951967	341.987636355184
5	0.0143164724363364	0.398900964399689	3.31341272633561	483.5634575258	341.98504866027
6	0.0137745285831754	0.397436555136483	3.6261098667752	485.705472341753	341.982445009706
7	0.0132086457019061	0.39625422719291	3.93366266219999	487.2155005795	341.979833625054
8	0.0125777133677331	0.395376847728227	4.24414536143219	487.95021672227	341.977051262059
9	0.0120396361072304	0.394818183980856	4.55775607313726	487.94495057542	341.974786006042
10	0.0113841550084949	0.394585334543503	4.87283096264185	487.038216126821	341.972160340496
11	0.0107391563130186	0.394672040131463	5.18742663293414	485.514791068246	341.969720163308


